City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,keflavik,64.0049,-22.5624,37.31,100,75,11.5,IS,1712896543
366,ketchikan,55.3422,-131.6461,44.58,81,75,5.75,US,1712896259
367,chebba,35.2372,11.115,56.93,87,100,14.65,TN,1712896543
368,rumonge,-3.9736,29.4386,73.0,83,85,3.98,BI,1712896259
369,nizhniy ingash,56.2,96.53,33.28,52,100,5.08,RU,1712896544
370,sao miguel do araguaia,-13.275,-50.1628,73.67,87,59,4.05,BR,1712896544
371,sorong,-0.8833,131.25,84.29,72,46,8.66,ID,1712896259
372,san ignacio,17.1561,-89.0714,78.94,69,75,13.8,BZ,1712896259
373,nizhniy kuranakh,58.8353,125.4869,28.71,88,100,7.76,RU,1712896260
374,yurty,56.0498,97.6348,34.3,53,94,5.19,RU,1712896544
375,turpan,42.9333,89.1667,78.75,18,28,6.93,CN,1712896544
376,kosong,38.3788,128.4676,66.69,43,0,2.15,KR,1712896260
377,severo-yeniseyskiy,60.3725,93.0408,15.53,70,100,4.94,RU,1712896260
378,chaihe,44.7667,129.7,70.83,39,92,19.17,CN,1712896545
379,castillos,-34.1667,-53.8333,61.03,59,86,6.2,UY,1712896260
380,yuzhno-kurilsk,44.0306,145.8556,40.37,76,100,10.09,RU,1712896260
381,khandyga,62.6667,135.6,32.67,100,100,8.16,RU,1712896545
382,constantia,44.1833,28.65,59.7,81,14,9.22,RO,1712896445
383,bulanik,39.0929,42.2703,47.03,74,48,4.61,TR,1712896261
384,klyuchi,52.2667,79.1667,33.67,39,3,2.73,RU,1712896545
385,carrigaline,51.8117,-8.3986,51.55,100,75,11.5,IE,1712896545
386,puerto colombia,10.9878,-74.9547,80.69,80,51,21.79,CO,1712896545
387,vorkuta,67.5,64.0,21.11,95,100,15.99,RU,1712896545
388,valparaiso,-33.0393,-71.6273,61.0,62,0,3.44,CL,1712896546
389,torrington,41.8007,-73.1212,60.73,97,100,5.99,US,1712896546
390,daru,-9.0763,143.2092,80.91,84,100,12.08,PG,1712896262
391,acarau,-2.8856,-40.12,78.78,88,100,3.78,BR,1712896262
392,afaahiti,-17.75,-149.2833,82.06,86,95,24.25,PF,1712896546
393,burang,30.25,81.1667,26.67,59,45,3.65,CN,1712896262
394,san angelo,31.4638,-100.437,65.53,37,0,6.91,US,1712896530
395,labe,11.3182,-12.2833,71.1,64,66,3.13,GN,1712896546
396,sinop,41.7711,34.8709,46.83,84,99,2.84,TR,1712896262
397,brokopondo,4.75,-55.1667,76.55,91,95,8.23,SR,1712896263
398,canutillo,31.9115,-106.6003,73.42,12,0,6.91,US,1712896256
399,greymouth,-42.4667,171.2,52.23,89,100,10.92,NZ,1712896547
400,tindouf,27.6711,-8.1474,70.25,13,2,3.44,DZ,1712896263
401,mizdah,31.4451,12.9801,55.58,90,100,17.52,LY,1712896547
402,swift current,50.2834,-107.8014,41.81,36,0,11.5,CA,1712896547
403,enriquillo,17.9,-71.2333,75.54,90,63,13.8,DO,1712896547
404,meridian,43.6121,-116.3915,63.72,48,100,5.75,US,1712896547
405,puerto santa,-8.9906,-78.6456,69.66,89,42,6.98,PE,1712896263
406,tarko-sale,64.9225,77.785,11.1,86,100,29.21,RU,1712896264
407,remire-montjoly,4.9167,-52.2667,80.64,89,75,6.91,GF,1712896264
408,kingston,17.997,-76.7936,81.55,80,20,16.11,JM,1712896466
409,zanjan,36.6736,48.4787,38.89,81,75,11.5,IR,1712896548
410,lompoc,34.6391,-120.4579,61.02,96,100,5.75,US,1712896548
411,geraldton,-28.7667,114.6,81.01,44,40,16.11,AU,1712896264
412,ad dilam,23.9915,47.1627,72.01,34,91,9.62,SA,1712896548
413,menaka,15.9182,2.4022,85.75,9,100,11.07,ML,1712896265
414,saudarkrokur,65.7461,-19.6394,31.42,96,100,12.53,IS,1712896548
415,faya-largeau,17.9257,19.1043,75.94,12,56,18.54,TD,1712896265
416,vila franca do campo,37.7167,-25.4333,64.89,99,63,2.82,PT,1712896548
417,lerwick,60.1545,-1.1494,50.0,88,95,25.52,GB,1712896265
418,seminole,28.7086,-81.2081,71.28,81,100,12.66,US,1712896366
419,goure,13.9835,10.2704,78.55,10,100,8.25,NE,1712896265
420,hiratacho,35.4333,132.8167,71.56,53,75,5.75,JP,1712896265
421,chillicothe,39.3331,-82.9824,51.24,87,100,17.27,US,1712896549
422,hastings,50.8552,0.5729,51.55,86,87,13.27,GB,1712896385
423,khorramshahr,30.4397,48.1664,73.36,64,0,0.0,IR,1712896549
424,oyo,7.85,3.9333,75.43,91,96,3.49,NG,1712896549
425,lakota,5.8528,-5.6883,72.0,92,99,3.02,CI,1712896266
426,antonio enes,-16.2325,39.9086,81.28,73,100,12.71,MZ,1712896549
427,turinskaya sloboda,57.6232,64.3858,50.49,81,93,15.08,RU,1712896396
428,tuy hoa,13.0833,109.3,89.29,57,99,10.38,VN,1712896266
429,oliveira,-20.6964,-44.8272,64.81,97,36,8.16,BR,1712896266
430,endirey,43.1632,46.654,62.56,42,26,7.43,RU,1712896550
431,puerto lempira,15.2667,-83.7667,78.82,84,15,7.9,HN,1712896550
432,ha'il,27.5219,41.6907,62.62,45,0,2.3,SA,1712896267
433,nazyvayevsk,55.5698,71.3529,37.45,74,100,20.6,RU,1712896550
434,port augusta,-32.5,137.7667,68.56,46,92,11.21,AU,1712896550
435,kimbe,-5.5502,150.1429,86.45,73,50,5.61,PG,1712896267
436,new glasgow,45.5834,-62.6486,40.78,74,100,17.2,CA,1712896474
437,chinde,26.8418,88.0763,78.17,26,10,7.11,NP,1712896267
438,gazojak,41.1875,61.4036,67.77,32,100,9.37,TM,1712896550
439,muynoq,43.7683,59.0214,53.64,62,100,21.92,UZ,1712896550
440,padang,-0.9492,100.3543,89.65,81,36,6.13,ID,1712896551
441,bella union,-30.2752,-57.6007,63.73,71,97,11.59,UY,1712896551
442,port moresby,-9.4431,147.1797,87.22,66,40,17.27,PG,1712896551
443,baiyin,36.5583,104.2081,64.69,22,93,1.45,CN,1712896268
444,auki,-8.7676,160.7034,84.69,69,100,2.86,SB,1712896268
445,deniliquin,-35.5333,144.9667,69.31,37,0,8.97,AU,1712896268
446,oliver,49.1831,-119.5524,57.11,41,100,3.44,CA,1712896396
447,orange cove,36.6244,-119.3137,72.57,72,0,0.0,US,1712896478
448,renqiu,38.6989,116.0936,85.28,29,24,15.61,CN,1712896269
449,yeppoon,-23.1333,150.7333,80.38,67,0,16.49,AU,1712896269
450,tefe,-3.3542,-64.7114,75.4,98,96,2.1,BR,1712896269
451,basco,20.4487,121.9702,79.81,83,24,10.63,PH,1712896552
452,gole,52.1665,20.4937,56.93,73,100,6.6,PL,1712896269
453,la foa,-21.7108,165.8276,75.9,75,97,5.53,NC,1712896552
454,okene,7.5981,6.2318,79.21,85,100,9.01,NG,1712896552
455,labrador city,52.9463,-66.9114,37.18,62,100,10.0,CA,1712896552
456,luderitz,-26.6481,15.1594,72.14,39,0,5.46,NA,1712896552
457,alesund,62.4723,6.1549,50.92,62,0,16.11,NO,1712896552
458,chonchi,-42.6128,-73.8092,43.12,75,0,2.1,CL,1712896552
459,guerrero negro,27.9769,-114.0611,61.97,80,100,12.88,MX,1712896270
460,kavieng,-2.5744,150.7967,83.21,76,85,7.23,PG,1712896552
461,ghazni,33.5536,68.4269,49.89,74,100,7.34,AF,1712896270
462,jalalpur pirwala,29.5069,71.2192,92.93,17,21,7.43,PK,1712896270
463,cabo san lucas,22.8909,-109.9124,72.75,43,100,4.0,MX,1712896270
464,arcelia,18.2833,-100.2667,84.88,45,1,1.07,MX,1712896270
465,grosseto,42.8333,11.25,55.09,88,0,6.91,IT,1712896553
466,prince rupert,54.3161,-130.3201,42.49,73,0,11.5,CA,1712896271
467,edgewater,28.9889,-80.9023,70.07,78,8,1.01,US,1712896553
468,broome,42.2506,-75.833,62.98,94,100,19.57,US,1712896271
469,manismata,-2.4667,111.0333,86.0,75,58,0.29,ID,1712896271
470,nadi,-17.8,177.4167,86.0,70,40,10.36,FJ,1712896554
471,grand gaube,-20.0064,57.6608,82.38,84,65,1.99,MU,1712896272
472,vadso,70.0744,29.7487,32.88,86,75,9.22,NO,1712896272
473,selkirk,50.1436,-96.8845,41.07,81,78,1.01,CA,1712896554
474,bakanas,44.8081,76.2772,50.32,48,93,12.68,KZ,1712896554
475,santa clara,22.4,-79.9667,76.66,88,20,5.75,CU,1712896554
476,salym,60.0625,71.4789,29.64,95,100,13.98,RU,1712896339
477,la sarre,48.8002,-79.1996,45.27,92,100,15.84,CA,1712896485
478,altay,47.8667,88.1167,33.66,99,100,5.35,CN,1712896554
479,midvagur,62.0511,-7.1939,47.23,93,100,14.97,FO,1712896272
480,marathon,44.9,-89.7668,49.24,87,100,5.75,US,1712896272
481,dryden,49.7833,-92.7503,41.29,81,100,9.22,CA,1712896273
482,pirane,-25.7324,-59.1088,66.51,99,100,4.29,AR,1712896555
483,coquimbo,-29.9533,-71.3436,58.98,82,26,2.53,CL,1712896555
484,terrace,54.5163,-128.6035,42.71,75,75,2.3,CA,1712896498
485,kasempa,-13.4584,25.8338,64.31,97,86,5.79,ZM,1712896273
486,navia,43.5354,-6.7194,60.26,83,4,4.59,ES,1712896273
487,palikir - national government center,6.9248,158.1611,77.74,94,100,4.61,FM,1712896273
488,orange,33.7,-117.7675,71.65,85,100,8.05,US,1712896533
489,malango,-2.9627,119.9001,70.45,98,100,1.19,ID,1712896273
490,rabigh,22.7986,39.0349,75.81,50,27,5.73,SA,1712896556
491,loukhi,66.0764,33.0381,34.18,80,91,11.72,RU,1712896274
492,cedeira,43.6797,-8.0209,57.04,81,4,1.9,ES,1712896274
493,plettenberg bay,-34.0527,23.3716,54.07,73,12,5.44,ZA,1712896556
494,kolokani,13.5728,-8.0339,83.07,30,23,5.14,ML,1712896274
495,kermit,31.8576,-103.0927,67.87,20,0,10.36,US,1712896556
496,barah,13.7,30.3667,74.66,12,32,8.19,SD,1712896274
497,tirmiz,37.2242,67.2783,60.89,88,75,6.91,UZ,1712896274
498,comodoro rivadavia,-45.8667,-67.5,42.66,56,0,4.61,AR,1712896295
499,jayapura,-2.5333,140.7,90.79,79,88,7.05,ID,1712896556
500,baymak,52.5933,58.3225,45.75,65,98,19.82,RU,1712896275
501,tayaman,13.2295,120.5726,87.13,53,20,12.06,PH,1712896557
502,linxia chengguanzhen,35.6003,103.2064,64.89,19,0,8.57,CN,1712896557
503,kedrovyy,56.1667,91.8167,27.01,75,100,8.37,RU,1712896557
504,smara,26.7384,-11.6719,77.45,18,0,8.14,EH,1712896275
505,yanchep,-31.55,115.6833,83.01,37,28,6.35,AU,1712896557
506,chui,-33.6971,-53.4616,63.54,57,60,7.65,UY,1712896557
507,hithadhoo,-0.6,73.0833,83.88,72,91,6.78,MV,1712896276
508,tame,6.461,-71.73,81.75,41,43,6.2,CO,1712896276
509,tara,56.8944,74.371,33.12,66,100,14.9,RU,1712896276
510,hovd,48.0056,91.6419,52.86,34,100,2.62,MN,1712896276
511,east ballina,-28.8667,153.5833,74.8,67,51,12.08,AU,1712896276
512,suva,-18.1416,178.4415,85.48,66,40,8.05,FJ,1712896276
513,sultanah,24.4926,39.5857,72.05,20,0,6.91,SA,1712896277
514,marka,1.7159,44.7717,86.43,67,60,9.24,SO,1712896277
515,anar darah,32.7587,61.654,68.36,61,63,6.22,AF,1712896558
516,road town,18.4167,-64.6167,77.95,81,87,26.08,VG,1712896558
517,asaita,11.5636,41.4394,86.43,51,56,1.57,ET,1712896277
518,guapiacu,-20.795,-49.2203,73.69,94,75,8.05,BR,1712896400
519,prakhon chai,14.6059,103.1208,102.9,28,66,3.36,TH,1712896277
520,mountain home,43.133,-115.6912,58.48,44,0,13.8,US,1712896559
521,kimberley,-28.7323,24.7623,37.09,100,0,5.75,ZA,1712896559
522,hodos,46.8233,16.3342,52.86,80,13,3.4,SI,1712896278
523,xiaoweizhai,26.1903,107.5125,69.44,93,100,3.87,CN,1712896278
524,namie,37.4833,141.0,68.54,74,94,1.01,JP,1712896278
525,manadhoo,5.7667,73.3833,85.3,73,36,8.61,MV,1712896278
526,wau,7.7029,27.9953,80.83,19,68,2.51,SS,1712896559
527,minas de marcona,-15.2119,-75.1103,63.19,79,99,7.05,PE,1712896559
528,selfoss,63.9331,-20.9971,36.05,90,100,4.65,IS,1712896559
529,ghat,24.9647,10.1728,65.14,38,17,12.95,LY,1712896560
530,dem'yanovo,60.3511,47.0842,42.82,71,88,11.27,RU,1712896280
531,villa ocampo,-28.4875,-59.3551,64.04,82,100,10.42,AR,1712896560
532,lazaro cardenas,17.9583,-102.2,74.28,82,7,2.55,MX,1712896560
533,taro,-8.3862,115.28,82.4,86,60,2.39,ID,1712896560
534,lambari,-21.9756,-45.3503,65.01,97,96,2.15,BR,1712896560
535,rudnichnyy,59.617,52.4703,43.05,76,61,12.21,RU,1712896280
536,newcastle,-32.9272,151.7765,74.64,63,20,10.36,AU,1712896560
537,kayangel,8.0823,134.7173,83.08,77,99,10.63,PW,1712896560
538,galeana,24.8333,-100.0667,50.99,39,68,3.24,MX,1712896560
539,calama,-22.4667,-68.9333,54.46,48,3,4.65,CL,1712896561
540,ungsang-nodongjagu,42.3578,130.4622,49.57,63,38,6.64,KP,1712896561
541,qarshi,38.8667,65.8,66.02,68,20,16.11,UZ,1712896561
542,tupancireta,-29.0806,-53.8358,61.11,98,100,15.61,BR,1712896281
543,pangody,65.85,74.4859,14.43,92,100,29.86,RU,1712896281
544,grande prairie,55.1667,-118.8027,48.38,40,75,4.61,CA,1712896561
545,kuanda,56.3161,116.0806,38.19,75,45,1.12,RU,1712896281
546,plouzane,48.3833,-4.6167,50.9,90,0,10.36,FR,1712896561
547,luwuk,-0.9516,122.7875,83.19,68,72,4.09,ID,1712896561
548,salinopolis,-0.6136,-47.3561,79.52,88,99,5.37,BR,1712896281
549,boulsa,12.6675,-0.5758,89.67,32,95,6.71,BF,1712896282
550,makueni boma,-1.8041,37.6203,65.68,96,100,5.14,KE,1712896562
551,kuznetsk,53.1167,46.6004,57.31,72,100,6.15,RU,1712896562
552,susuman,62.7833,148.1667,22.98,78,38,4.0,RU,1712896398
553,mutoko,-17.397,32.2268,60.53,89,100,3.67,ZW,1712896282
554,tralee,52.2704,-9.7026,51.8,98,100,6.02,IE,1712896282
555,buncrana,55.1333,-7.45,52.23,92,100,7.78,IE,1712896282
556,taupo,-38.6833,176.0833,63.39,94,100,12.57,NZ,1712896562
557,yuxia,34.0615,108.6291,77.61,36,0,8.48,CN,1712896283
558,waspan,14.7419,-83.9717,74.68,92,50,3.18,NI,1712896283
559,maceio,-9.6658,-35.7353,80.04,89,75,2.3,BR,1712896309
560,eirunepe,-6.6603,-69.8736,74.68,95,100,0.45,BR,1712896563
561,whitefish,48.4111,-114.3376,50.41,62,0,5.75,US,1712896310
562,weyburn,49.6668,-103.8511,30.42,69,37,8.05,CA,1712896283
563,progreso,21.2833,-89.6667,75.96,73,19,12.17,MX,1712896283
564,mogocha,53.7333,119.7667,43.09,64,100,9.4,RU,1712896563
565,usinsk,65.9939,57.5281,35.08,99,100,23.0,RU,1712896563
566,makarov,48.6333,142.8,49.77,65,0,7.07,RU,1712896284
567,gulf shores,30.246,-87.7008,64.0,83,0,0.0,US,1712896284
568,san fernando del valle de catamarca,-28.4696,-65.7852,60.58,99,99,3.42,AR,1712896532
569,lu-uk,5.9684,121.3122,84.45,67,99,0.67,PH,1712896564
570,betafo,-19.8333,46.85,68.58,73,86,2.19,MG,1712896564
571,titao,13.7667,-2.0667,87.57,25,93,5.5,BF,1712896564
572,campo mourao,-24.0456,-52.3831,72.05,70,100,10.78,BR,1712896501
573,funafuti,-8.5243,179.1942,86.0,84,75,2.3,TV,1712896564
574,kiuruvesi,63.65,26.6167,36.99,96,100,7.23,FI,1712896564
575,tingi,-11.3,35.0333,65.46,97,100,2.93,TZ,1712896564
576,sawai madhopur,25.9833,76.3667,93.33,23,84,8.12,IN,1712896565
577,staraya russa,57.9944,31.3608,47.98,72,100,17.34,RU,1712896285
578,darovskoy,58.77,47.9564,45.07,81,100,9.13,RU,1712896285
579,fale old settlement,-9.3852,-171.2468,86.25,70,59,8.63,TK,1712896565
580,astorp,56.1357,12.9443,48.31,100,100,6.91,SE,1712896285
581,boiling springs,35.0465,-81.9818,61.09,79,100,13.8,US,1712896565
582,mafinga,-7.25,35.0667,70.0,91,99,1.92,TZ,1712896285
